"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.1","42491838.6","n/a","2014","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/pih",
"TURN","180 Degree Capital Corp.","2.11","65666495.82","n/a","n/a","Finance","Finance/Investors Services","https://www-qc.nasdaq.com/symbol/turn",
"FLWS","1-800 FLOWERS.COM, Inc.","11.65","752874982.3","n/a","1999","Consumer Services","Other Specialty Stores","https://www-qc.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","18.5","149353367.5","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","52","1348678760","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","8.89","545046646.76","61310084","2011","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","67.7","3535452621.1","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/twou",
"JOBS","51job, Inc.","64.84","2385682175.64","36793371","2004","Technology","Diversified Commercial Services","https://www-qc.nasdaq.com/symbol/jobs",
"CAFD","8point3 Energy Partners LP","15.37","1215535450.95","n/a","2015","Public Utilities","Electric Utilities: Central","https://www-qc.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","14.95","1374690188.95","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","18.7","419921384.3","n/a","n/a","Capital Goods","Homebuilding","https://www-qc.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","39.9","1177103705.4","n/a","1972","Basic Industries","Major Chemicals","https://www-qc.nasdaq.com/symbol/shlm",
"AAON","AAON, Inc.","36.2","1899355138.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/aaon",
"ABAX","ABAXIS, Inc.","62.28","1413569160","n/a","1992","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/abax",
"ABEO","Abeona Therapeutics Inc.","15.85","741387823.45","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","10.9218","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/abeow",
"ABIL","Ability Inc.","0.4832","12445367.8144","n/a","2014","Finance","Business Services","https://www-qc.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","210.15","9292022871.75","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/abmd",
"ABLX","Ablynx NV","44.92","0","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/ablx",
"AXAS","Abraxas Petroleum Corporation","2.62","434631540.62","n/a","n/a","Energy","Oil & Gas Production","https://www-qc.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","13.27","755358151.34","n/a","2016","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","39.73","1564461320.9","n/a","2016","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","3.8","192298171.6","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www-qc.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","34.38","3020406733.62","n/a","n/a","Health Care","Medical Specialities","https://www-qc.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","27.9","3465337272.3","n/a","2004","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acad",
"ACST","Acasti Pharma, Inc.","0.96","23844893.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","27.7","1534512495.1","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www-qc.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","43.91","1986269903.84","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","28.98","592720028.46","n/a","n/a","Finance","Savings Institutions","https://www-qc.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","4.9","411201767.2","n/a","2007","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","2.15","108227536.35","n/a","2011","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","19.5","146199943.5","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acer",
"ACERW","Acer Therapeutics Inc.","0.0127","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acerw",
"ACET","Aceto Corporation","11.45","350842358.3","n/a","n/a","Health Care","Other Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","12.42","526528623.78","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/akao",
"ACHV","Achieve Life Sciences, Inc. ","1.5769","18840290.2844","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www-qc.nasdaq.com/symbol/achv",
"ACHN","Achillion Pharmaceuticals, Inc.","2.99","412194618.68","n/a","2006","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","23.5","2786611764","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","25.51","786592661.29","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","5.24","80409288.16","n/a","n/a","Technology","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/acmr",
"ACNB","ACNB Corporation","29.8","209185421","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","25.6","1196727449.6","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/acor",
"SQZZ","Active Alts Contrarian ETF","26.382","659602.764","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/sqzz",
"ATVI","Activision Blizzard, Inc","69.24","52352326264.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","15.85","518649247.5","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/acta",
"ACXM","Acxiom Corporation","28.09","2227099751.06","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","35.61","811155916.8","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","4.45","148572069.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","7.81","456408308.84","58438964","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","37.65","437931961.35","n/a","n/a","Health Care","Medical/Nursing Services","https://www-qc.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.48","15134472.6","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","https://www-qc.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","6.85","144802013","n/a","2015","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","3.69","167218471.71","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","188.92","92809217040","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","2.84","193321441.2","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www-qc.nasdaq.com/symbol/adom",
"ADTN","ADTRAN, Inc.","19.7","948546942.7","n/a","1994","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","7.2","556586388","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/adro",
"AAAP","Advanced Accelerator Applications S.A.","81.88","3455720754.12","42204699","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aaap",
"ADES","Advanced Emissions Solutions, Inc.","8.68","183056599.6","n/a","n/a","Basic Industries","Major Chemicals","https://www-qc.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","70.61","2800203012.15","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","12.14","11712655040.42","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","2.93","121020684.84","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","0.953","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/adxsw",
"ADVM","Adverum Biotechnologies, Inc.","3.975","179039835.3","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/advm",
"AEGN","Aegion Corp","26.21","852527978.41","n/a","n/a","Basic Industries","Water Supply","https://www-qc.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","6","99865938","n/a","2016","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","2.9","62472078.4","n/a","1997","Capital Goods","Electrical Products","https://www-qc.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.79","15660139.98","n/a","n/a","Basic Industries","Major Chemicals","https://www-qc.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","58.8","2158238065.2","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","52.9","1262732627.8","n/a","2007","Capital Goods","Aerospace","https://www-qc.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","2.225","36580691","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","1.43","21587089.81","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www-qc.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","1.295","76835283.175","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","1.325","59189557.3","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","3.88","388709706.32","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","3.22","110080021.24","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","12.39","287478677.64","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","72.54","3536636124.06","n/a","2013","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","19.76","7732006391.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","26.24","9090850177.92","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.95","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www-qc.nasdaq.com/symbol/agncn",
"AGFS","AgroFresh Solutions, Inc.","7.77","391121458.14","n/a","2014","Finance","Business Services","https://www-qc.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.4464","0","n/a","2014","Finance","Business Services","https://www-qc.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","9.71","142919421.77","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","38.65","1965878565.15","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","30.05","61385809.45","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www-qc.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","24.28","1435460599.36","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www-qc.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","9.2","88124389.6","n/a","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://www-qc.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","1.21","54665076.29","45177749","2007","Technology","Advertising","https://www-qc.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","65.21","11030384834.98","n/a","1999","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","4.06","47617210.62","11728377","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","17.21","1145181435.09","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","15.58","736453403.74","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","0.1798","5649415.2496","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www-qc.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","33.56","4197370040.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","6.56","144379873.12","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","36.54","1722510691.02","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","2.57","134790121.26","n/a","1999","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/alsk",
"ALBO","Albireo Pharma, Inc.","30.13","268140458.63","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","8.64","123078700.8","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/abdc",
"ARCT","Alcobra Ltd.","9.06","95754243.06","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/arct",
"ALDR","Alder BioPharmaceuticals, Inc.","17.9","1212915742.4","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","6.9","131911964.4","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","122.48","27363213197.12","n/a","1996","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","27.75","228780906.75","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www-qc.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","252.91","20277743118.64","n/a","2001","Health Care","Industrial Specialties","https://www-qc.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.28","88509880.32","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","3.55","133554961.8","n/a","n/a","Miscellaneous","Business Services","https://www-qc.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","58.97","9068166592.1","n/a","1991","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alks",
"ABTX","Allegiance Bancshares, Inc.","39.3","518034679.2","n/a","2015","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","163.15","2623110853.35","n/a","2006","Transportation","Air Freight/Delivery Services","https://www-qc.nasdaq.com/symbol/algt",
"ALNA","Allena Pharmaceuticals, Inc.","10.18","210423185.72","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/alna",
"AHGP","Alliance Holdings GP, L.P.","28.3","1694122900","n/a","2006","Energy","Coal Mining","https://www-qc.nasdaq.com/symbol/ahgp",
"AMMA","Alliance MMA, Inc.","0.83","10510268.42","n/a","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://www-qc.nasdaq.com/symbol/amma",
"ARLP","Alliance Resource Partners, L.P.","21.1","2757858978.7","n/a","1999","Energy","Coal Mining","https://www-qc.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","2.18","8749510.66","n/a","1992","Health Care","Industrial Specialties","https://www-qc.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","34.84","329341439.96","n/a","n/a","Capital Goods","Electrical Products","https://www-qc.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2","9972068","n/a","n/a","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/alqa",
"ALLT","Allot Communications Ltd.","5.18","171532488.4","n/a","2006","Technology","Computer Communications Equipment","https://www-qc.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","15.94","2880053721.34","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","58.65","819219153.15","n/a","n/a","Health Care","Medical/Nursing Services","https://www-qc.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","128.05","12698822476.6","n/a","2004","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","17.38","414948386.38","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1105.52","768117629752.72","n/a","2004","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1112.05","772654687537.55","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","26.4068","29046819.83","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","3.23","54018778.4","n/a","2006","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","11.04","153253360.8","n/a","2015","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alpn",
"SWIN","ALPS/Dorsey Wright Sector Momentum ETF","30.2864","10600300.5728","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/swin",
"AABA","Altaba Inc.","76.14","66499006097.52","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","26.45","1663775674.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/altr",
"ALT","Altimmune, Inc.","1.95","30522648","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","28.21","505092687.19","n/a","n/a","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","51.2","1498898534.4","n/a","2006","Capital Goods","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/aimc",
"AMAG","AMAG Pharmaceuticals, Inc.","14.35","507621793.35","n/a","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","4.3","1155927569.5","268820365","n/a","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","13.84","97315268","n/a","n/a","Basic Industries","Other Specialty Stores","https://www-qc.nasdaq.com/symbol/amrk",
"TSG","Amaya Inc.","23.25","3434067780","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www-qc.nasdaq.com/symbol/tsg",
"AMZN","Amazon.com, Inc.","1276.68","615196568379","n/a","1997","Consumer Services","Catalog/Specialty Distribution","https://www-qc.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.73","711800841.18","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","5.75","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","54.67","1820866792.36","n/a","2012","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","52.98","3277525051.2","n/a","n/a","Consumer Services","Television Services","https://www-qc.nasdaq.com/symbol/amcx",
"DOX","Amdocs Limited","66.99","9640821033.69","n/a","n/a","Technology","EDP Services","https://www-qc.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","3.59","10849242.07","n/a","2014","Health Care","Medical/Dental Instruments","https://www-qc.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","54.53","1850568578.18","n/a","n/a","Health Care","Medical/Nursing Services","https://www-qc.nasdaq.com/symbol/amed",
"UHAL","Amerco","377.54","7402724281.52","n/a","n/a","Consumer Services","Rental/Leasing Companies","https://www-qc.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","4.9","77695620.1","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.852","0","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","6.15","370555507.2","n/a","n/a","Finance","Finance: Consumer Services","https://www-qc.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","16.86","55686060121.26","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www-qc.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","56.42","26996917698.66","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www-qc.nasdaq.com/symbol/aal",
"ACSF","American Capital Senior Floating, Ltd.","10.9","109001090","n/a","2014","n/a","n/a","https://www-qc.nasdaq.com/symbol/acsf",
"AETI","American Electric Technologies, Inc.","1.7","14738405","n/a","n/a","Energy","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/aeti",
"AMNB","American National Bankshares, Inc.","39.75","343731963.75","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","128.45","3459400499.8","n/a","n/a","Finance","Life Insurance","https://www-qc.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","12.15","657487420.65","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www-qc.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","25.35","412389084.9","n/a","2007","Consumer Services","Other Consumer Services","https://www-qc.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","40.19","766981056.82","n/a","2006","Capital Goods","Railroads","https://www-qc.nasdaq.com/symbol/arii",
"AMRB","American River Bankshares","16.209","103365165.807","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","12.91","389273190.22","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www-qc.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","5.46","114251275.32","n/a","1991","Consumer Durables","Metal Fabrications","https://www-qc.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","133.7","2340188536","n/a","1986","Basic Industries","Forest Products","https://www-qc.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","47.4","338912891.4","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www-qc.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","52.55","1956491624.95","n/a","1994","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","61.05","1174847604.15","n/a","2005","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.1","74922678.4","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","27.3598","0","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","29.65","276068570.45","n/a","n/a","Finance","Major Banks","https://www-qc.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","181.96","132086688227","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www-qc.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","15.87","2650290000","n/a","2007","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","10.51","2514828638.04","n/a","1998","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","18.16","834919547.36","n/a","2014","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","43.57","0","n/a","n/a","n/a","n/a","https://www-qc.nasdaq.com/symbol/ibuy",
"ASYS","Amtech Systems, Inc.","10.83","159533470.17","n/a","n/a","Technology","Industrial Machinery/Components","https://www-qc.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","12.55","2460133516.25","n/a","n/a","Finance","Property-Casualty Insurers","https://www-qc.nasdaq.com/symbol/afsi",
"AMRS","Amyris, Inc.","4.77","205270510.5","n/a","n/a","Basic Industries","Major Chemicals","https://www-qc.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","91.19","33615897507.72","n/a","n/a","Technology","Semiconductors","https://www-qc.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","85.35","1065572644.35","n/a","1972","Capital Goods","Electrical Products","https://www-qc.nasdaq.com/symbol/alog",
"ANAB","AnaptysBio, Inc.","110.2","2589444336","n/a","2017","Health Care","Major Pharmaceuticals","https://www-qc.nasdaq.com/symbol/anab",
